17,Philippine Airlines says it will go it alone,357, MANILA Philippines (AP) _ Philippine Airlines said Thursday it will attempt to rebuild alone after Hong Kong's Cathay Pacific Airlines pulled out of talks on acquiring a stake in the ailing Philippine flag carrier. PAL had hoped for an infusion,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31041t/APW19981203.0309
18,Cathay Pacific  Philippine Airlines disagree over retrenchment of,501, MANILA Philippines (AP) _ Ailing Philippine Airlines and prospective investor Cathay Pacific Airways have clashed over the laying off of PAL workers prompting PAL to revive talks with another foreign airline an official said Tuesday. PAL earlier accepted a preliminary,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31041t/APW19981124.0261
19,Philippine labor strikes  lockouts declining,197, MANILA Philippines (AP) _ The number of labor strikes and lockouts in the Philippines has declined this year despite business difficulties caused by Asia's financial crisis the labor department said Sunday. The department said 712 strikes and lockouts have occurred,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31041t/APW19981122.0379
20,Pope John Paul II beatifies controversial World War II cardinal,521, MARIJA BISTRICA Croatia (AP) _ Declaring him a martyr of the faith Pope John Paul II on Saturday honored Croatia's World War II cardinal a hero to Roman Catholics but long a symbol of divisions in the Balkans. Half a,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/APW19981003.0470
21,EDs: UPDATES with Mass  quotes  color; edits throughout,324, SPLIT Croatia (AP) _ On a sun-basked seaside packed with pilgrims Pope John Paul II sought Sunday to heal the wounds left by war and totalitarian rule urging a renewal of values in Croatian society. Hundreds of thousands of Roman,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/APW19981004.0165
22,POPE BEATIFIES A CROAT  FANNING ENMITIES,661, <P> MARIJA BISTRICA Croatia _ Hailing the World War II archbishop of Zagreb as a martyr to ``the atrocities of the Communist system'' Pope John Paul II beatified him Saturday. </P> <P> Beatification is the final step before sainthood. But,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/NYT19981003.0187
23,Pope John Paul II beatifies controversial World War II cardinal,526, MARIJA BISTRICA Croatia (AP) _ Declaring him a martyr of the faith Pope John Paul II on Saturday honored Croatia's World War II cardinal a hero to Roman Catholics but long a symbol of divisions in the Balkans. Half a,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/APW19981003.0473
24,Precede ZAGREB,530, MARIJA BISTRICA Croatia (AP) _ Bestowing on him the ``radiant badge of martyrdom'' Pope John Paul II on Saturday honored Croatia's World War II cardinal a hero to Roman Catholics but long a symbol of divisions in the Balkans. Before,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/APW19981003.0180
25,POPE BEATIFIES A CROAT  FANNING ENMITIES,829, <P> MARIJA BISTRICA Croatia _ Hailing the World War II archbishop of Zagreb as a martyr to ``the atrocities of the communist system'' Pope John Paul II beatified him on Saturday. </P> <P> Beatification is the final step before sainthood.,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/NYT19981003.0082
26,EDs: UPDATES with Mass  quotes  color; edits throughout,321, SPLIT Croatia (AP) _ On a sun-basked seaside packed with pilgrims Pope John Paul II sought Sunday to heal the wounds left by war and totalitarian rule urging a renewal in Croatian society. Hundreds of thousands of Roman Catholics jammed,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/APW19981004.0171
27,Precede ZAGREB,532, MARIJA BISTRICA Croatia (AP) _ Bestowing on him the ``radiant badge of martyrdom'' Pope John Paul II on Saturday honored Croatia's World War II cardinal a hero to Roman Catholics but long a symbol of divisions in the Balkans. Before,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/APW19981003.0170
28,Pope John Paul II beatifies controversial World War II cardinal,210, MARIJA BISTRICA Croatia (AP) _ Declaring him a martyr of the faith Pope John Paul II on Saturday honored Croatia's World War II cardinal a hero to Roman Catholics but long a symbol of divisions in the Balkans. Half a,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/APW19981003.0492
29,POPE CALLS FOR PEACE AND INTERNATIONAL AID IN THE BALKANS,540, <P> SPLIT Croatia _ At a seaside mass here Pope John Paul II called for reconciliation throughout the former Yugoslavia and urged the world to do more for the victims of the Balkan war that ended not long ago in,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31002t/NYT19981004.0056
30,Attention turns to gubernatorial elections after Cardoso's virtual,496, SAO PAULO Brazil (AP) _ Attention has shifted in Brazil from the president's almost-certain re-election to gubernatorial runoff elections on which the success of belt tightening measures deemed necessary to avert an economic meltdown may hinge. With 69.5 percent of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/APW19981006.1099
31,Brazil's Cardoso assumes second term amid vastly lower,591, RIO DE JANEIRO Brazil (AP) _ This time around the presidential Rolls Royce is staying in the garage. And forget about champagne the inauguration will be toasted with locally-grown sparkling wine and contraband whiskey seized by customs officials. President Fernando,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/APW19981231.0565
32,ELECTION OF RIVALS IN BRAZIL HURTS CARDOSO REFORM PLANS,548, <P> RIO DE JANEIRO Brazil _ Rivals of President Fernando Henrique Cardoso won important victories in gubernatorial races Sunday handing the recently re-elected president a complex landscape for pushing through long-delayed government and economic reforms. </P> <P> In Sao Paulo,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/NYT19981025.0180
33,BRAZILIANS SCALE BACK PLEDGES TO CUT BUDGET,600, <P> RIO DE JANEIRO Brazil _ The Brazilian government which recently pledged to slash discretionary spending by $7 billion in an urgent attempt to boost its economic credibility has released new budget figures that show the true reduction will run,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/NYT19981110.0322
34,EDITORIAL: BRAZIL'S ECONOMIC TROUBLES,395, <P> The New York Times said in editorial for Wednesday Oct. 7: </P> <P> Brazilian President Fernando Henrique Cardoso has little time to savor his apparent first-round re-election victory Sunday. He must take rapid and unpopular steps to save the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/NYT19981006.0468
35,Brazilian markets slide despite Cardoso's almost certain,180, RIO DE JANEIRO Brazil (AP) _ Brazilian stocks dropped sharply Monday in the lowest trading volume of the year despite the almost certain re-election of President Fernando Henrique Cardoso. Brazil's largest stock exchange Sao Paulo Bovespa lost 4.5 percent while,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/APW19981005.1097
36,Election of governors could influence Brazilian president's,478, RIO DE JANEIRO Brazil (AP) _ With President Fernando Henrique Cardoso's economic austerity plan at a critical point for Brazil voters went to the polls Sunday to elect governors in 12 states and the Federal District of Brasilia. Voting was,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/APW19981025.0395
37,INCUMBENT PRESIDENT TAKES COMFORTABLE LEAD IN BRAZIL,713, <P> RIO DE JANEIRO Brazil _ Brazilian voters gave President Fernando Henrique Cardoso a comfortable lead in the first round of balloting Sunday apparently maintaining the leadership of a country struggling against economic crisis. </P> <P> With 22 percent of,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/NYT19981004.0152
38,BRAZILIAN PRESIDENT'S NARROW RE-ELECTION DIMS HOPE FOR REFORM,672, <P> RIO DE JANEIRO Brazil _ Through the anxious weeks leading up to the national elections here on Sunday as some $30 billion fled Brazil despite the doubling of domestic interest rates international financial officials watched for the government to,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/NYT19981005.0331
39,EARLY RETURNS INDICATE RE-ELECTION OF CARDOSO IN BRAZIL,598, <P> RIO DE JANEIRO Brazil _ Brazilian voters appeared to re-elect President Fernando Henrique Cardoso in the first round of balloting Sunday thus maintaining the leadership of a country struggling against economic crisis. </P> <P> In preliminary returns Cardoso appeared,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30025t/NYT19981004.0131
40,Three soldiers and a civilian killed in East Timor,320, JAKARTA Indonesia (AP) _ Assailants killed three soldiers and a civilian in the disputed territory of East Timor Indonesia's official Antara news agency reported Sunday. A fourth soldier was missing and believed killed. The military blamed pro-independence activists in the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/APW19981101.0202
41,Indonesian army slams East Timor terrorist attack threat,387, JAKARTA Indonesia (AP) _ Indonesia's military said Friday that it was ready to act against a threat from an East Timor rebel group to launch terrorist attacks. ``We will not tolerate any activity that threatens economic or military installations in,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/APW19981106.0551
42,Indonesian leader urged to end violence in East Timor,361, KUALA LUMPUR Malaysia (AP) _ More than 100 people held a candlelight vigil outside the Indonesian Embassy Thursday demanding that President B.J. Habibie put an end to violence in East Timor. They shouted ``Free East Timor!'' and held banners that,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/APW19981112.0549
43,Indonesian lawmakers chide Portuguese effort to extradite Suharto,273, JAKARTA Indonesia (AP) _ Indonesian legislators on Friday chided a Portuguese effort to extradite former President Suharto describing the proposal as impossible and unreasonable. Portugal's attorney general's office is examining a request from lawmaker Nuno Correia da Silva that Suharto,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/APW19981120.0282
44,United Nations envoy sees progress on East Timor dispute,243, LISBON Portugal (AP) _ A U.N. envoy said Wednesday he was making progress in his efforts to mediate a settlement between Portugal and Indonesia on the disputed territory of East Timor news reports said. ``Progress has been made and we'll,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/APW19981104.0812
45,Two killed in clash between rebels and police in Indonesia,153, JAKARTA Indonesia (AP) _ Stray bullets killed two villagers during a gunfight between separatist rebels and police in the northernmost Indonesian region of Aceh on Sunday witnesses said. A woman and a child died during the clash at Kandang village,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/APW19981115.0219
46,INDONESIAN ARMY PULLBACK IN EAST TIMOR DISPUTED BY LEAKED REPORTS,608, <P> UNITED NATIONS _ Opponents of Indonesia's control over the disputed territory of East Timor said Thursday that documents leaked from the Indonesian Ministry of Defense show that the army is not drawing down its forces in the territory as,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/NYT19981029.0389
47,REPORTS OF MILITARY EXECUTIONS IN EAST TIMOR TO BE INVESTIGATED,401, <P> JAKARTA Indonesia _ Indonesia's National Commission on Human Rights will investigate accusations that soldiers executed as many as 50 people this month in the troubled province of East Timor in a military operation against armed rebels the government said,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/NYT19981124.0353
48,East Timorese rebels hold two soldiers captive,265, DILI Indonesia (AP) _ Rebels in the disputed territory of East Timor were holding two soldiers captive Wednesday after releasing 11 others they abducted in a deadly raid. Three soldiers and one pro-independence activist were killed in the raid Monday,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/APW19981111.0598
49,East Timor settlement talks at pivotal stage  U.N. envoy says,231, LISBON Portugal (AP) _ Portugal and Indonesia are mulling a new proposal to settle their dispute over East Timor and talks between the two sides are at a crucial stage according to a U.N. envoy. Envoy Jamsheed Marker said late,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30034t/APW19981106.0542
50,ANALYSIS: GUESSING AT CLINTON'S FATE,951, <P> WASHINGTON _ For all the talk of duty and Constitution it was not all that difficult for the House to open a formal impeachment inquiry into President Clinton Thursday. The more troublesome question is how Congress will bring to,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981008.0467
51,DEMOCRAT LOSES GROUND IN ILLINOIS SENATE RACE,959, <P> CHICAGO _ She says he is ``duplicitous'' a ``wolf in sheep's clothing'' who has resorted to ``scuzzball'' campaign tactics in the past. He has described her as ``shrill'' claims she ``has nothing positive to say about her own record'',/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981007.0355
52,DEMOCRAT LOSES GROUND IN ILLINOIS SENATE RACE,959, <P> CHICAGO _ She says he is ``duplicitous'' a ``wolf in sheep's clothing'' who has resorted to ``scuzzball'' campaign tactics in the past. He has described her as ``shrill'' claims she ``has nothing positive to say about her own record'',/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981007.0353
53,ANALYSIS: ROCKY ROAD  LENGTH UNKNOWN,927, <P> WASHINGTON _ As several of its members observed Monday's debate and votes in the House Judiciary Committee marked only the third time in the nation's history that impeachment of a president has been formally considered on Capitol Hill. </P>,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981005.0379
54,ANALYSIS: D'AMATO AND SCHUMER: NOT SO OPPOSITE,984, <P> NEW YORK _ Anyone following the U.S. Senate race in New York this year could be forgiven for concluding that this is one of the epic ideological battles of the 1990s: the right-wing extremist Sen. Alfonse D'Amato versus the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981004.0121
55,ANALYSIS: ROCKY ROAD  LENGTH UNKNOWN,942, <P> WASHINGTON _ Almost every member of the House Judiciary Committee paid some tribute to the Constitution and the Founding Fathers Monday. Many said portentously that their debates and votes would be remembered for generations. The muse of history was,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981005.0445
56,DEMOCRATS WEIGHING THE PERSONAL AND POLITICAL,816, <P> WASHINGTON _ Rep. Louise Slaughter has not been a big fan of her fellow Democrat Bill Clinton. She thinks that he was a major reason the Democrats lost control of Congress in 1994 that he has struck one too,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981007.0395
57,ANALYSIS: D'AMATO AND SCHUMER: NOT SO OPPOSITE,984, <P> NEW YORK _ Anyone following the U.S. Senate race in New York this year could be forgiven for concluding that this is one of the epic ideological battles of the 1990s: the right-wing extremist Sen. Alfonse D'Amato versus the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981004.0125
58,SENATE DEMOCRATS VULNERABLE IN TIGHT RACES,1347, <P> LOS ANGELES _ In 1992 in a good year for Democrats Barbara Boxer won her seat in the U.S. Senate with 48 percent of the vote. In the six years since she has been a reliably outspoken liberal from,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981003.0061
59,TIMES POLL SHOWS SCHUMER  D'AMATO IN TIGHT RACE FOR SENATE,541, <P> Sen. Alfonse D'Amato and Rep. Charles Schumer are locked in an extraordinarily tight race for the U.S. Senate. The outcome apparently rests with a small group of undecided voters many of whom are not yet paying attention to the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30050t/NYT19981007.0352
60,Kurdish rebel leader detained in Rome,386, ROME (AP) _ Abdullah Ocalan leader of Kurdish insurgents who has been sought for years by Turkey has been detained in Rome after stepping off a plane from Moscow Turkish and Italian officials said Friday. Necati Bilican Turkey's police chief,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981113.0541
61,Turkey protests Greek deputies' invitation,161, ANKARA Turkey (AP) _ The foreign ministry on Friday protested the invitation by 109 Greek deputies to a Kurdish rebel leader to visit Greece. In a statement the ministry said that the invitation ``would only encourage terrorist activities.'' ``We strongly,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981106.1119
62,Kurdish rebel leader detained in Rome; Turkey seeks extradition,482, ROME (AP) _ The leader of a 14-year-old Kurdish insurgency considered a terrorist by Turkey and its most-wanted criminal has been arrested in Rome setting up a major battle with Italy over his extradition. Abdullah Ocalan was arrested after stepping,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981113.0896
63,Kurdish women go on hunger strike,185, YEREVAN Armenia (AP) _ Seven female members of a Kurdish group were on a three-day hunger strike Tuesday in support of a controversial Kurdish leader whom they claim is being persecuted. The women who began their protest Monday at the,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981110.0230
64,Russian lawmakers urge political asylum for Kurdish rebel leader,315, MOSCOW (AP) _ Russia's parliament on Wednesday asked President Boris Yeltsin to offer political asylum to Kurdish rebel leader Abdullah Ocalan who is wanted in Turkey on charges of heading a terrorist organization. Turkey officially asked Russia last week to,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981104.0525
65,Kurdish rebel leader detained in Rome; Turkey seeks extradition,482, ROME (AP) _ The leader of a 14-year-old Kurdish insurgency considered a terrorist by Turkey and its most-wanted criminal has been arrested in Rome setting up a major battle with Italy over his extradition. Abdullah Ocalan was arrested after stepping,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981113.0895
66,SYRIA AGREES TO STOP SUPPORTING KURDS  DEFUSING CRISIS WITH,516, <P> ISTANBUL Turkey _ A three-week-old crisis between Turkey and Syria appears to have been at least temporarily defused by the signing of an agreement in which Syria agreed to stop supporting Kurdish rebels who are demanding a homeland in,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/NYT19981021.0318
67,AP Photo NIC-101,226, NICOSIA Cyprus (AP) - About 100 Kurds began a hunger strike in the main square of Nicosia on Saturday to protest the detention in Italy of Kurdish rebel leader Abdullah Ocalan. Men and women wearing white shrouds danced to Kurdish,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981114.0178
68,Russian lawmakers urge political asylum for Kurdish rebel leader,201, MOSCOW (AP) _ Russia's parliament on Wednesday asked President Boris Yeltsin to offer political asylum to Kurdish rebel leader Abdullah Ocalan who is wanted in Turkey on charges of heading a terrorist organization. Turkey officially asked Russia last week to,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981104.0265
69,Turkey still suspicious despite deal with Syria,177, ANKARA Turkey (AP) _ Foreign Minister Ismail Cem said Wednesday Turkey was remaining cautious towards neighboring Syria despite a deal with Damascus to crack down on a Kurdish rebel group. Turkey and Syria stuck the deal Tuesday ending a weeks-long,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30044t/APW19981021.0554
70,British police arrest Pinochet on murder charges,388, LONDON (AP) _ British police said Saturday they have arrested former Chilean dictator Gen. Augusto Pinochet on allegations of murdering Spanish citizens during his years in power. Pinochet 82 in London for surgery was held Friday night after British authorities,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/APW19981017.0306
71,ACCEDING TO SPAIN  BRITAIN ARRESTS FORMER CHILEAN LEADER AUGUSTO,938, <P> BUENOS AIRES Argentina _ Gen. Augusto Pinochet who ruled Chile as a despot for 17 years has been arrested in London after Spain asked that he be extradited for the presumed murders of hundreds of Chilean and Spanish citizens,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/NYT19981017.0177
72,IN SANTIAGO  NEWS OF PINOCHET'S ARREST STIRS ONLY SMALL PROTEST,609, <P> SANTIAGO Chile _ Perhaps as a sign of how much Chileans wish to forget their years of polarized politics and repression under Gen. Augusto Pinochet the immediate popular response here to the sensational news of his arrest in London,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/NYT19981018.0160
73,Castro disagrees with arrest of Pinochet,336, OPORTO Portugal (AP) _ President Fidel Castro said Sunday he disagreed with the arrest in London of former Chilean dictator Augusto Pinochet calling it a case of ``international meddling.'' Castro compared the action with the establishment in Rome in August,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/APW19981018.0410
74,British police arrest Pinochet on murder charges,551, LONDON (AP) _ Eight years after his turbulent regime ended former Chilean strongman Gen. Augusto Pinochet is being called to account by Spanish authorities for the deaths detention and torture of political opponents. Responding to a Spanish extradition warrant British,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/APW19981017.0477
75,null,5, ,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/~$ked7summaryFile.txt
76,ACCUSED OFFICIALS HAVE FEWER PLACES TO HIDE,545, <P> WASHINGTON _ The arrest of Gen. Augusto Pinochet shows the growing significance of international human-rights law suggesting that officials accused of atrocities have fewer places to hide these days even if they are carrying diplomatic passports legal scholars say.,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/NYT19981018.0185
77,A MAVERICK SPANISH JUDGE'S TWO-YEAR QUEST FOR PINOCHET'S ARREST,764, <P> PARIS _ A stubbornly independent judge who more than once has challenged the Spanish government Baltasar Garzon was ridiculed when he first set out to pursue the most notorious right-wing generals in South America for human rights crimes committed,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/NYT19981018.0123
78,PINOCHET'S ARREST PUTS BLAIR'S GOVERNMENT IN A TIGHT SPOT,542, <P> LONDON _ Gen. Augusto Pinochet the former Chilean dictator arrested here at the request of a Spanish judge remained sequestered under police guard Sunday awaiting a potentially devastating court hearing to weigh his extradition on charges of genocide terrorism,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/NYT19981018.0098
79,British police arrest Pinochet on Spanish warrant,125, LONDON (AP) _ Former Chilean dictator Gen. Augusto Pinochet has been arrested by British police on a Spanish extradition warrant despite protests from Chile that he is entitled to diplomatic immunity. Two Spanish judges are seeking to question Pinochet about,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/APW19981017.0507
80,Lawmaker: Britain must question Gen. Pinochet about killings,259, LONDON (AP) _ An influential lawmaker from the governing Labor Party on Saturday backed Spanish requests to question former Chilean dictator Gen. Augusto Pinochet in London for back surgery on allegations of genocide and terrorism. ''There've been something like a,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d30003t/APW19981017.0151
81,Reports: signs point to arson in Swedish fire that killed 60,565, GOTEBORG Sweden (AP) _ Officials offered no word Sunday on what might have caused the dance-hall fire that killed 60 young people but reports of grim possibilities abounded in newspapers. And while the officials were telling journalists that they had,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981101.0556
82,SCORES OF YOUTHS DIE IN CLUB FIRE IN SWEDEN,744, <P> GOTEBORG Sweden _ They were teen-agers whose parents had brought them here from homes torn by war or terror _ from Bosnia Eritrea Somalia and others _ and in their new country they formed new bonds through school and,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/NYT19981030.0329
83,Fire at Halloween teen dance kills 60,655, GOTEBORG Sweden (AP) _ A fire turned a dance hall jammed with teen-age Halloween revelers into a deathtrap killing 60 people and injuring 162 others in Sweden's second-largest city. Police earlier had reported 65 dead but backed off that figure,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981030.1037
84,Mourning and dread wrack Swedes after fire kills 60 teens at dance,652, GOTEBORG Sweden (AP) _ Hundreds of teen-agers jammed into an upstairs hall planning to dance the night away but by the time the sun rose Friday they were dead clinging to life in hospitals or weeping in disbelief at a,/home/ritesh/IdeaProjects/DictionaryGenerator/docs/d31022t/APW19981030.1066
